,ambiguous symbol,number of abstracts with a match
7658,TCRBV6S3A1N1T,0
7659,ALK1,1278
7660,RAMP,10629
7661,ARP6,70
7662, C20ORF132,1
7663, ENST00000437593,0
7664, RD,210682
7665,C2ORF27B,0
7666, TRYX5,1
7667, PROSAP2,49
7668, XAP4,4
7669, AGS4,35
7670,MTCO2,162
7671, ECAC1,35
7672, P84,245
7673,CAPH2,24
7674, TSTA3,45
7675,GRO1,119
7676, FLJ34941,0
7677,UGT2,93
7678, HBSSP-4,0
7679, FAM39A,0
7680, HCGIV-6,0
7681,FAM68A,0
7682, FAD,11306
7683,C6ORF13,0
7684, TRAP,55660
7685, HNRPH1,6
7686,SET07P,0
7687,OR11-104,0
7688, MIR6089-2,0
7689, NPL3,131
7690, DE-EPI2,0
7691, ZC2HC12C,0
7692,MKPX,9
7693,SLAP,1621
7694,TCRBV13S8P,0
7695, ERK4,34
7696, SEMA,880
7697,TCRAV7S1,1
7698, H3C16,0
7699,TCRBV4S2,0
7700,CD158Z,0
7701,ACDCR2,0
7702,CTAGE-4,1
7703, p115,413
7704,FAM92A1P2,0
7705, PSORS1,102
7706,RNU6-1185P,0
7707,HCG26824,0
7708,NALD,130
7709,CTGLF12P,0
7710,FLJ10979,0
7711,T2R64,0
7712,C6ORF100,0
7713,IGHV(II)-40-1,1
7714,UPA,8028
7715,P160,654
7716,C5ORF45,2
7717,CBSL,19
7718,NAPOR,18
7719,AMAC,182
7720,DKFZP566E104,0
7721, UGTL,12
7722,Proteinase,628644
7723,RRF,1545
7724,CT4.4,0
7725, P8,7811
7726, STK29,1
7727,C11ORF48,2
7728,TEN1,199
7729,HSTPCR24,0
7730,C7,21799
7731,SMIM11B,0
7732, TAO1,59
7733, CGI121,25
7734,CLIM1,10
7735,ArgRS,75
7736,P240,87
7737,NKIR,20
7738, S8,7509
7739,OR10J4P,0
7740,DKFZP434K052,0
7741,MPP,6553
7742, RLC,1438
7743,SCL,10102
7744,KMT3G,0
7745,DNM1DN10-2,0
7746, IGHD411,0
7747,KIAA0147,1
7748, RGP5,9
7749,UDP-GAL-TR,1
7750, HAIK1,0
7751, RNF136,0
7752, p97,1861
7753, XPMC2H,3
7754,PPP2R3L,2
7755, TRIM26P,0
7756, GUP2,8
7757,PARP,23693
7758,BDA2,25
7759,ANKRD21,0
7760,D14S46E,2
7761,FLJ22021,0
7762, FLJ31882,0
7763, PH-30B,0
7764,IGHV@,1351
7765,CSF,120741
7766,CHS1,490
7767, RIF,7525
7768,TCRBV6S4A1,0
7769,AD3,587
7770, GALNT15,8
7771, ZNF178,0
7772,TRY3,10
7773, RPL23L,1
7774,BCS1,79
7775, MIC2R,2
7776,BEDP,3
7777,PRR20D,0
7778,RNU48,38
7779,OLFR42B,0
7780, FLJ22638,0
7781,CXorf2,2
7782,5-LOX,1454
7783,PGG/HS,1
7784,QARS,40
7785,JP1,120
7786,DNM1DN8@,0
7787, KIAA0229,1
7788,CT45-2,0
7789,SHEP1,90
7790,RN18S1,9
7791,HLA-DR4B,0
7792, NOR1,511
7793,D17S136E,1
7794, U1E2,0
7795,CCP1,197
7796,BTL-II,3
7797,GIG1,24
7798,SMIM34A,1
7799,OR19-5,0
7800,DNM1DN10@,0
7801, TRBV122,2
7802,T2R20,3
7803,FLJ10842,0
7804,MGC39558,0
7805, HAP1,796
7806, MAGE1,319
7807,FAM90A12P,0
7808,DKFZP761P0423,0
7809, CREBL1,2
7810,FLJ33962,0
7811, P41NOXB,0
7812,OR7E74P,0
7813,HZF2,4
7814,P1,84524
7815, TDRD16B,0
7816, Vma2,35
7817,YRRM1,8
7818,TCRBV16S1,0
7819,HC5,404
7820,B5,16558
7821,FLJ20296,0
7822,CAP1A,8
7823,K-REV,24
7824,HYPAL,4
7825,OR10J3P,0
7826, RIP25,0
7827, NCRNA00046,0
7828,AGS3,131
7829,Tyr-tRNA,85
7830,LIS2,16
7831, p85,3306
7832, V1S5P,0
7833, NIK,1600
7834,CD85E,0
7835,FN6PASE,0
7836,NCC-3,20
7837, CTSLP7,0
7838,CV2,1511
7839, LPLAT10,3
7840, FAM7A2,0
7841,KIAA1700,0
7842, TAFIID32,1
7843,SWS1,290
7844, TGASE,1030
7845,NBS,8209
7846,H3C6,3
7847,IGHD518,0
7848,HNK1ST,18
7849,HCG4P10,0
7850, VHX,35
7851,OR5R1,2
7852, CP27,22
7853,BRIGHT,52282
7854,KIAA1535,0
7855, GOLGA8I,0
7856, DSPD1,0
7857,PGDS,592
7858,D52,450
7859,PRO1278,0
7860, P8MTCP1,8
7861,HSD2,1058
7862, RNF191,0
7863, LIP2,163
7864,TCRBV6S7P,0
7865, HK,61123
7866, SPATA14,0
7867, PIRB,349
7868,NOR1,511
7869, HDREF,4
7870, IMP2,184
7871,MTF1,557
7872,TEM,74603
7873,ARE1,132
7874,PRAF1,50
7875,CD99L1,1
7876, PCDH-ALPHA9,1
7877, LQT,400
7878,ACCA,630
7879,BCD541,0
7880,ALP1,149
7881,ESSPL,0
7882,BREA2,1
7883, TRBV73,5
7884,PI7,93
7885,CATCH22,3758
7886,MORPHEUS,264
7887, TESSP2,0
7888,KAP29.2,0
7889,CDK11-p46,7
7890,BHLHE33,0
7891, ACACALPHA,8
7892,HLA-DRA1,16
7893, TMEM251,12
7894, HBP,4424
7895,HSP70.1,444
7896, 15.212,93
7897, p150,1217
7898, YRRM1,8
7899, SALM2,7
7900, CD33L2,1
7901, G6B,46
7902,SMF,2703
7903, FLJ22660,0
7904,HP3,322
7905, EM:AB014077.1,600323
7906,LOC152578,2
7907, HLA-75,0
7908, NRP,2260
7909,SALF,94
7910, JULF2,1
7911, KRTAP9-5,0
7912,SPDYE8P,0
7913,PAPT,73
7914, IPL,5046
7915,DN1,428
7916, FABGL,4
7917,XLOC_000647,1
7918,AS1DHRS4,1
7919,PHHI,1473
7920, HBD-2,838
7921,EIF4A,914
7922, MGC72007,0
7923, MRX55,21
7924, TTY11,0
7925,GRL,478
7926,ACTG,1090
7927,TRNAQ49P,0
7928, SNRNP65,0
7929,IGHD417,1
7930, FLJ10913,0
7931,AP47B,0
7932,HOPS,3483
7933,DDC8,4
7934, LRF,1173
7935,FLJ11210,0
7936,NPH3,87
7937,PC,1860439
7938, TNFB,200
7939,MCAP,232
7940,GYPA,226
7941,OFD1P2,0
7942,C21ORF6,1
7943, SMAC3L2,0
7944, RK,12440
7945,183ACTI,0
7946,CI-75K,0
7947,FLJ23749,1
7948, ARD,20116
7949,MRCL,36
7950,TCRBV12S1,0
7951,VIP21,34
7952,P62,11729
7953,MTSSB,101
7954, MART1,1848
7955, ELK2P2,0
7956,U2,5189
7957, EM:AB023056.3,600323
7958,HCC1,123
7959,SST2,2036
7960, DKFZP727C091,0
7961,MIRH1,13
7962, CCHL1A1,1
7963, P90RSK,695
7964,DEFQ1,0
7965,EIF-1A,184
7966,ADC,43999
7967,DBC1,200
7968,BWRT,7
7969,MBL,7381
7970, CFLP5,0
7971,APOB-100,3846
7972, U1B2,3
7973, CDK11-p58,31
7974,HOM-MEL-40,16
7975, PMR1,215
7976, NRX,198
7977, HIOMTY,0
7978,GLCT1,21
7979,DAP,7677
7980, PHOG,43
7981,PKL,250
7982,H2B/s,11
7983, NOS,41354
7984, BQB10J12.1,0
7985, TNKS1,100
7986,P65,26576
7987, RIP-1,204
7988, LINC00008,0
7989,SLC35E2,6
7990, RPN-II,2
7991,PAR-1,3388
7992,SKIP1,16
7993,HT2R55,0
7994, IBP1,20
7995, MGC2610,0
7996,AK3L2,1
7997, TESSP6,0
7998, IGHD215,1
7999,PP17,29
8000,DA4,92
8001, ORL1,621
8002,HBAB,44
8003, LRRC37A1,1
8004,EKV,97
8005, TCRGV,9
8006, NAP2,319
8007,FLJ12890,0
8008,NCRNA00086,0
8009, MEIOK21,2
8010,CPSQ3,0
8011, OTTHUMG00000021061,0
8012,CCBP2,12
8013, RPB1,910
8014,NEDD-8,9
8015,KAP9.7,0
8016, PAN7,49
8017,TCRBV32S1P,0
8018,PCGF4,10
8019,FAM243A,0
8020, FLJ13330,0
8021, CACN2,12
8022,C7ORF18,0
8023,P105,1093
8024,CAP,61017
8025,SPDYE9P,0
8026, SNF5,282
8027, O18,556
8028,A26B1,0
8029, HBD3,651
8030, SNRNP220,1
8031,CLU1,19
8032,KAP3A,5
8033, GL011,0
8034, G11,4880
8035, HCGIV-06,0
8036,RNA5-8SP,0
8037, FLJ40722-LIKE,0
8038,ABP-280,71
8039, NCB5OR,20
8040, PBMUCL2,1
8041, HSP60P4,0
8042,EFTUD1P1,0
8043, RFB30,2
8044, KIRZ,78
8045,GOT1,400
8046,FLJ43276,0
8047,LP,80286
8048,OTX3,19
8049,CLS,6276
8050,DJ88J8.3,0
8051, P90,1941
8052, HKE6,2
8053,DRIP92,0
8054, OPG,8455
8055,CSS2,35
8056, HST19371,0
8057,CTRCT42,0
8058,FLJ35740,0
8059,HSA-MIR-1245,1
8060, PCDH-ALPHA11,0
8061,A3A,654
8062, OAZ,82
8063,IFP1,26
8064, KRTAP9L2,0
8065, CCAT,331
8066,KMT8B,0
8067,CNR2,811
8068,PLA2L,7
8069,TCEB3CL,2
8070,MGC35570,0
8071,CDH27,0
8072, FLJ44614,0
8073,FBL6,2
8074, TCTEX2,16
8075,SGN1,15
8076,FIR,4498
8077,RN5S7,0
8078,ATPM,32
8079,TRNAN5,0
8080,MBA1,40
8081, BFD,433
8082,G18,401
8083,HRZ,171
8084, CSN1,3293
8085, NABC1,16
8086,T9,8250
8087,TCRBV13S1,0
8088,AD2,1891
8089, H2B.1,48
8090, MGC4365,0
8091,UGT1,342
8092,PKACA,14
8093,TP,51114
8094, RIG1,235
8095, SES1,36
8096, ZFYVE12,0
8097, MGC12945,0
8098,CACH2,5
8099,HC6,58
8100,IFN-alphaI,1
8101,LIP.1,202
8102,MAD2,1396
8103,IGHD322,4
8104, SLO2.1,27
8105,FRITZ,15068
8106, GSDMDC1,4
8107,PA,4630487
8108, KIAA0294,0
8109,HSA-MIR-4760,0
8110, TRB2,33
8111, HP,105237
8112, NLK,368
8113, USP17F,0
8114,EPH,4186
8115,HSP60P1,0
8116,HCCR-1,27
8117,KAP4.11,0
8118,VARS,268
8119, OR6-8,3
8120, OOR,368
8121, CD158E1/2,1
8122, ZNF403,3
8123, KIAA1332,0
8124,LPAP,91
8125, EB6ACTI,0
8126,SYBL1,63
8127,PRL1,195
8128,B12,31093
8129,KAT4,46
8130, MOZ2,3
8131,HH13,23
8132,STSL,65
8133,RBMY3P,0
8134,HPH2,29
8135, TCRBV6S2,0
8136,FIB,7984
8137, TCRGC1,2
8138,NARG2P1,0
8139,TCF-1,426
8140,GPCR135,34
8141,SAC2,51
8142, FAM83H-AS1,41
8143,H4C3,5
8144, LPLAT5,0
8145, TAKL,4
8146,tamo,202
8147,CILD38,0
8148,SDP1,55
8149, NG35,4
8150, TAPSAR1,0
8151, Rsc8,14
8152, GATS,499
8153, PCDH-ALPHA13,0
8154,KAISO-L1,0
8155, C4A4,41
8156, SLRR1C,0
8157, MPS1,681
8158, U3-4,2
8159,LPC1,53
8160, RPP2,34
8161,ELP1P,5
8162,NAT5P,4
8163, MS40,30
8164,Puma-g,48
8165,EP,3254828
8166,U19,33196
8167, S25,2432
8168,FAM197Y5P,0
8169,PGII,913
8170,KOX21,1
8171,BLTR,44
8172, MKP7,40
8173, MIR1245,5
8174, PRO1488,0
8175, S3,33264
8176,DKFZP761A052,0
8177,C11ORF89,0
8178,DUSP27,16
8179,RP7,32
8180,BA164N7.1,0
8181, BWSCR1B,0
8182,VPH1,62
8183, HBD1,575
8184, SPK,1431
8185,SMRP,132
8186,SRP1,107
8187,SAP,18408
8188, ZNF280,0
8189, MGC50721,0
8190, EVE1,38
8191, GLUT8,181
8192,H3C3,4
8193,CD1,13262
8194,SAP1,334
8195, FAME,3354
8196, G3A,275
8197,DKFZP686P0734,0
8198,H4C2,7
8199,PACT,22211
8200, PN1,2413
8201,KS1,556
8202,CD158b,176
8203,TCRAV8S1,2
8204,dJ353E16.2,0
8205,CMRF-35-H9,1
8206, PGDS,592
8207,RN5S315,0
8208,IGKV116,2
8209, CES2,419
8210,CT2,10327
8211,TCRAV3S1,0
8212,H4C9,1
8213, SCYA3,14
8214,DHP,3251
8215,MIC1,394
8216,MEG1,53
8217,PRAMEF33P,0
8218,C11ORF35,0
8219, VRP,671
8220,CASP,3220
8221,H2BFK,0
8222,HNF1B,1382
8223, SMA1,172
8224,XXBAC-BPG154L12.4,0
8225, CMRF35,21
8226, UGAT,9
8227, SMA@,32113
8228,SCA2,1016
8229,H2BU1,0
8230, TFC5,4
8231, RP11-19J3.3,0
8232,T2R54,0
8233,MRX17,2
8234, CYP21,589
8235, KIR2DL5.1,1
8236,NL1,1244
8237,RN5S4,0
8238,FLJ42833,0
8239, PHRBN,0
8240,RN5S382,0
8241,T2R7,12
8242, PLCE,35
8243,DFNA12,16
8244,CGM7,5
8245,C13ORF28,0
8246,BNSP,30
8247,KIAA0149,0
8248,MEL-18,78
8249, C8ORF7,0
8250,TPS2,148
8251,PUR1,24
8252,TEB1,13
8253,NCRNA00215,0
8254, C6ORF40,0
8255,CARF,304
8256,KIAA1014,0
8257,HCCA2,3
8258, MGC3165,0
8259,FLJ32065,0
8260,MOXD2,4
8261,TP53TG3D,0
8262,CD205,230
8263, RPS17L,1
8264, PIT-1,1571
8265, GCNT2P,0
8266,ABCB10P,0
8267, TCRBV8S1,2
8268,HZF7,0
8269, GLYT1,538
8270,FAM90A18P,0
8271,OR912-108,0
8272, FLJ13165,0
8273,RPS17L1,0
8274,FBP,3542
8275,CAP1,615
8276, HRNBP2,0
8277,GTB,2075
8278,T2R56,0
8279,EBS3,11
8280, SAA,8825
8281,LIMS3L,0
8282, PCN,4121
8283,ATS2,17
8284, HSPD1-7P,0
8285,A1,267292
8286,MGC87631,0
8287,SRPSMCR,0
8288, SHS,5018
8289, SKIV2,0
8290,EB1,1041
8291, PHR1,333
8292,TCRBD1,1
8293, MT1J,3
8294, DNCI2,2
8295, U5B1,4
8296,CTSL3,1
8297,TRNAMI2,0
8298, SEPR,75
8299,OST,5817
8300,TCRBJ2S4,0
8301,CRF,19870
8302,P35,4125
8303,SAD1,236
8304, SCI,2023175
8305, MADM,311
8306, P0,2795882
8307,XAP4,4
8308,C14ORF123,0
8309, PDIR,65
8310,MLCK,1805
8311,CARS,24808
8312,BA164N7.4,0
8313,K7,1747
8314,CKB-8,0
8315,BB2,433
8316, RXRBETA,266
8317,SAA3,364
8318, ILT6,15
8319, SDR9C1,0
8320,p38,55067
8321,p97,1861
8322,T2R30,1
8323, TCTEX4,3
8324,HBGF-8,900
8325,ANA,21777
8326,SPB1,98
8327, PFM,2459
8328, ZNF279,0
8329, DEFA2,2
8330,CLK-1,165
8331,C6ORF208,2
8332,ARP5,38
8333,RAR2,10
8334,FKBP12,1638
8335, MUM2,3383
8336, PARP-5A,9
8337,PLB,1905
8338,CNR8,1
8339, MABC2,301
8340,OR7E72P,0
8341,DKFZP781M09150,0
8342, MGC5228,0
8343,MRX,533
8344,H4C13,0
8345, GCP2,193
8346, AFG3L1,13
8347,ZNF252,3
8348, ROC1,264
8349, BWS,1906
8350, VWA6,0
8351, C6ORF9,0
8352, NG7,13045
8353,MPS1,681
8354, NG33,6
8355,HZF,43
8356,VATB,34
8357,OBTP,5
8358,ARA,14503
8359,C10orf50,0
8360,MSSP,242
8361, MGC102953,0
8362,PLAP,932
8363,HA-3I,0
8364, THRAP5,0
8365,PIX1,8
8366, HKE3,38
8367, D6S113E,1
8368,PAI,29744
8369,C5ORF6,1
8370, INT3,180
8371,TRNAL48,0
8372, FLJ33915,1
8373, KLIP1,4
8374, MCL-1,5789
8375, OAT6,15
8376,BWR1C,5
8377, OCT3,1919
8378, NCRNA00203,0
8379, OST703,0
8380,PARPL,6
8381, KLRP,5
8382, C21ORF120,0
8383,DELXq22.3,0
8384,IGKV2/OR2-7,0
8385, ACT,393159
8386,IPOB,6
8387,BXDC3,0
8388,GALNT15,8
8389,TRF2,1019
8390, GPR16,0
8391,H3C13,2
8392,DLR1,2
8393,PMS2L3,3
8394, TBP-7,2
8395,NEPPK,12
8396,PIG11,16
8397,ZAP,3444
8398, NCC27,18
8399,ACC1,1026
8400,RNU6-292P,0
8401, HUMAZUR,0
8402, IMP4,164
8403, MSTD,13133
8404,SOAT,104
8405,SPH2,88
8406,FLJ22578,0
8407,CD170,10
8408, ODIR1,2
8409, HCGIV.5,0
8410,APOBEC1L,0
8411,HLA-92,3
8412,PDP3,28
8413, EMAP-2,203
8414,MIG7,33
8415, MASP-3,153
8416,PSG10,5
8417,HCP1,219
8418, OR5G2P,0
8419,NCRNA,279832
8420, MDR1,9284
8421,HCA1,95
8422,CLCNL1,0
8423,NPEPPSL1,0
8424,TCEB1P24,0
8425,GHRF,115
8426, FLJ21916,0
8427,CD305,38
8428, P28B,9
8429, MPD2,24
8430,C6orf8,0
8431,CIRL1,15
8432,RNU73B,0
8433, HLA-21,2
8434,TRX2,437
8435,CFAP286,0
8436,OATP1,205
8437, CLAN,1293
8438, SPBPBP,0
8439,SGS,4150
8440,KAP4.15,0
8441,PSMD15,0
8442, EIF4C,22
8443,CT18,106
8444, TRBV123,4
8445,AAC2,169
8446,CXYORF1,5
8447, KIAA0431,0
8448,PR,445223
8449,C10orf2,82
8450, CDC42L1,1
8451, EIF5A1,66
8452,RTS,9044
8453,RC3,334
8454,PCDH-ALPHA12,0
8455,SKD2,6
8456, EST1133530,0
8457,C6ORF135,0
8458, ZKSCAN17,2
8459, NIP,2984
8460, HSLE1,1
8461,H4C8,3
8462,BMSC-UBP,2
8463,EM:AB014080.4,600323
8464,BD-3,122
8465,DBS,16041
8466, KRTAP4-16P,0
8467,FAM14A,0
8468,DJ1033B10.15,0
8469,CR,147503
8470,MIR1,1302
8471, CTAGE-2,2
8472, TPTE1,0
8473, p48,858
8474, FBL5,1
8475, VHNF1,68
8476,BCMS,166
8477, CDHR7,0
8478,TSBP,24
8479, PRO1474,0
8480, FLJ10509,0
8481,FLJ33065,0
8482, TNFA,195759
8483,ACA16,0
8484,HS6M1-23,0
8485, HLA-CDA12,0
8486,WTH3,8
8487,CSNB1E,0
8488,CTRP4,30
8489, RNF108,0
8490, MRP2,2912
8491,SH120,3
8492,GCL,3060
8493,CDA1,104
8494,ALIEN,24617
8495, HNSPC,27
8496, UBE2QP2,0
8497,KIAA1787,1
8498, PP3856,1
8499, IGKV2OR2-1A,0
8500,ADHR,128
8501,H3C15,0
8502,OCP2,31
8503, HCC-4,134
8504, TRBV75,0
8505,VH,14043
8506, KE6,24
8507, P32,3508
8508, EM:AF129756.17,600323
8509, OST619,0
8510,GAT2,139
8511,C14ORF20,0
8512, YT521,131
8513, LIR6,5
8514, TOONIN,1
8515, FLJ10035,0
8516, FB1,2349
8517,HNRNPH,36
8518, MCRIP,2
8519,PCDH-BETA3,0
8520,ALDH7,20
8521, ESA1,151
8522, C4S,327
8523,CTRB,124
8524, PRP31,43
8525, GCFC1,2
8526,SEMAF,5
8527,VPP3,2
8528, GARP,596
8529,FAM75D3,0
8530, UGT1,342
8531,ILT5,16
8532, EBN1,75
8533,FLJ30322,0
8534,BPG309N1.16,0
8535, PRSMG1,1
8536, TAFII105,16
8537,IGHV(III)-2-1,4
8538,FBP2,128
8539,DNM1DN11@,0
8540,CRIP,256
8541, P38,55067
8542,TAF,3007
8543, LMC,1893
8544,CARMEN,6980
8545,AIM-1,907
8546, G3,4175
8547,T2R19,0
8548, EST25263,1
8549,UBC7,105
8550, MGC20204,0
8551,C8ORF12,0
8552,HK,61123
8553,TCRBV5S2,2
8554,AH,5523082
8555,B3GNT8,27
8556, CYP2D7P,15
8557,CHC,8344
8558,MN,256175
8559,GAP1IP4BP,30
8560, WDR23,33
8561,MSPS,601
8562, P450SCC,2079
8563, IGSF12,1
8564, ZNF463P,0
8565,PLGP1,0
8566, HLA-DQB,322
8567,IGVH,575
8568,CAP3,186
8569,TIRP,27
8570,C14ORF85,0
8571, HEI10,69
8572,FLJ20595,0
8573, FAM25E,0
8574,HXBL,0
8575, PYPAF2,5
8576, DNM1DN4-3,0
8577, MSBP3,1
8578, NPIP,175
8579,HAF,622
8580,KA35,2
8581, ILT4,201
8582,CD89,297
8583,CT130,1
8584, RNF110,4
8585,HSA-MIR-181C,693
8586, KIAA0785,1
8587, FHR-5,32
8588, HMPS,325
8589,TCTE3,20
8590,UGT1E,3
8591,polymerase,769817
8592,U83,45
8593,DKFZP761M0212,0
8594,NAP1,941
8595,MADD,501
8596,MRP-L15,0
8597,C8ORF21,0
8598, ZNF854,0
8599,OTTHUMG00000086707,0
8600,E4,22942
8601, FLJ10450,1
8602, MDSP,58
8603, C1RL1,0
8604, OR2A8,0
8605, LENG2,1
8606,PTHR,509
8607,DNF15S2,22
8608, TRBJ14,0
8609,C14ORF86,0
8610,KIAA1966,0
8611, OCA4,70
8612, GPR89C,1
8613,KIAA0626,0
8614,GPBP,76
8615,CDIPT-AS1,0
8616, UGALT,0
8617, NG26,3
8618, MIR10,127
8619,TCI,3477
8620, TAS2R15,0
8621, RING11,6
8622, RNU1-8P,0
8623,S100,34337
8624,IFNA,735
8625,CBG,3126
8626,HSA-MIR-6815,0
8627,NAT5,12
8628, CBWD3,0
8629, HBD-3,425
8630, DJ111M5.1,0
8631,REH,4126
8632, OTTHUMG00000140156,0
8633,BAT,27770
8634,STAR,45087
8635, APOARGC,1
8636, TCRBV7S6,0
8637, HZR14,0
8638, NCKAP4,0
8639,HCS,15312
8640,SMAC3L,0
8641,OR7E75P,0
8642, NAT5,12
8643, PNOCR,1
8644,OPG,8455
8645, VPS32A,0
8646, TRAMP,1247
8647,MT1,5730
8648,CARDINAL,19875
8649,MMGL,39
8650, MAGE-3B,1
8651,PRSS42,4
8652,IGHV(III)-67-4,0
8653,HSA-MIR-105-1,1
8654, D9S2135,0
8655,BACH-1,44
8656,IGHD316,5
8657,HN3,613
8658, PRG2,92
8659,Z18,99
8660,smk1,48
8661,PFHB1B,0
8662, MGC104255,0
8663,ZIN,1539
8664,IGHV(III)-5-1,1
8665, BTN2A3,1
8666,ADAMTS7P2,0
8667, MTAC2D1,1
8668, CD85F,0
8669, HSPC194,1
8670,PSM,10966
8671, T2R55,0
8672,HERV-K,674
8673,MIO,2706
8674, IGKV621,0
8675, TIM,14053
8676,PUMAG,19
8677,C1,70238
8678,PTC,20671
8679, SF,90197
8680,TRIM50B,0
8681,RAM2,65
8682,PRR2,58
8683,TRM1,72
8684,NOD5,8
8685, SPGP,58
8686, TRIF,2227
8687, FLJ11053,0
8688, OR2F3,0
8689,TCRBV1S1P,0
8690,RN5S6,0
8691,EF1A,379
8692, XAGE1C,3
8693,ECYT7,0
8694, TMPOL1,0
8695,OR7-2,0
8696,DMRV,82
8697, NAC1,514
8698,T2R60,0
8699,GEF,3883
8700, MGC29633,0
8701, OR11A2,0
8702,TRY4,10
8703,FEZ,2315
8704,HC2,1248
8705, GLP-1,24524
8706, HVEM,1022
8707, HCR,2655
8708, MK3,201
8709, TRBV76,2
8710,H2AC15,0
8711,CD1A,4052
8712,KLEISIN-ALPHA,0
8713,PRX1,617
8714, MTCBP-1,6
8715, HKE4,5
8716,GPCR1,6
8717, P56,2938
8718,IPP-2P,0
8719, H3/G,1
8720,KIAA1621,0
8721, RBMY4P,0
8722, MIF-2,74
8723, RAP55,33
8724, HSS,8855
8725, NCRNA00328B,0
8726,U5B1,4
8727,MRP8,530
8728, PSAP2,5
8729,UGAT,9
8730,FLJ20977,0
8731, D11S813E,1
8732,p23,2835
8733,ST3GALII,16
8734,MCT1,1694
8735,KIAA0583,2
8736, LIR-2,17
8737, FLJ14491,0
8738, RTK6,1
8739,PDIP1,19
8740,FAM115C,2
8741, PRED49,0
8742, FAM165B,0
8743, C-SRC,5913
8744,TCRBV17S1A1T,0
8745,WC1,1325
8746,C6ORF101,0
8747, FCERIA,9
8748,FS,50792
8749, SUCLA2P,0
8750, MGC35138,0
8751, PAM-1,114
8752,PCDH-BETA6,0
8753, MTS1,528
8754, LRRC16B,3
8755, KIAA0050,0
8756,LIMIT,2351853
8757,PC3,15650
8758, GSD1B,65
8759,C18ORF24,0
8760, PABPL1,0
8761, TFEA,54
8762, SIPL,27
8763,RF1,13622
8764,CAPC,193
8765, LGS,2145
8766, HGB1A,0
8767, TEL2,87
8768,p47,3309
8769,CAP2,249
8770,AUTSX4,0
8771, SPG5C,0
8772,B7-H5,41
8773,p100,3359
8774, DEFB4,135
8775,ACAC,2665
8776, C6ORF11,1
8777, PPIase,9471
8778,IF,0
8779, C4A3,76
8780, RNASE9,9
8781,NUP358,169
8782,D6S230E,0
8783, TAK1,2501
8784, MART2,3
8785, KIAA0172,1
8786, SARSM,8
8787, TCRBV7S1A1N2T,0
8788,BMS1LP1,0
8789, TCRBV6S5,3
8790, NALP7,18
8791, PFD5,12
8792,C20ORF131,0
8793, RING4,17
8794, RING6,5
8795,ZIP3,120
8796, SREC1,9
8797,RN5S174,0
8798,MCL,14389
8799,ATTP,746
8800,MGC70651,0
8801, KIRY,4
8802, VU1.19,0
8803,DOR,9627
8804,EPC-1,41
8805,HIS,296599
8806,WMS,1987
8807,ATAR,1381
8808,OR52A4,1
8809, ATG16A,0
8810,P38,55067
8811,KIP2,538
8812,AIM,1749849
8813,MMP25,103
8814, JM3,11
8815, ICOS-L,110
8816, S17,2953
8817,ADORA2,12
8818,DUSP5P,0
8819,H4C1,1
8820,SEP,3631120
8821,GID2,37
8822,AMD,18934
8823, LIR1,117
8824,D6S222E,0
8825, G18.1B,1
8826, DAP-2,119
8827, MRP8,530
8828,DIPP-2B,0
8829,PP5,876
8830, MASA,3843
8831,HOX1,215
8832,ANG3,44
8833, M-ABC2,13
8834, HCC-2,295
8835, TBC7,4
8836,DP2,12782
8837, MAC-1,5893
8838,TR3,462
8839,R-PTP-KAPPA,620
8840, T2R24,0
8841,D3B,121
8842, SLC25A50,0
8843, KOX31,1
8844, LINC00982,13
8845,IP,1195029
8846,HML,4520
8847, EDHB17,0
8848,SFTPG,2
8849, S3A,268
8850,A3GALNT,0
8851,RMD2,9
8852, LENG4,0
8853,AT2,4537
8854,SWD2,32
8855, EIF4A,914
8856, TP,51114
8857,ADAM27,2
8858,NKHC2,0
8859, D-10,4683
8860, CYP2GP1,2
8861, TMEM29,1
8862, PRP2,174
8863,HUB1,80
8864,OR9G6,0
8865, PHES,790
8866,TSPY1,144
8867,ACBP,396
8868, DHRSXIT1,0
8869, ESG,1156
8870,P-PST,50
8871, RP27,11
8872,L11,2360
8873,BETA1I,144
8874,FLJ10565,0
8875, ATR,19324
8876, UNQ9390,0
8877,D9S411E,1
8878, OTTHUMG00000086553,0
8879,C11ORF7,0
8880, UTP13,5
8881, LIN41,103
8882, RNF,408
8883,IGL,1328
8884,CP11,49
8885,CC28,17
8886,FLJ13540,0
8887,SAR,63359
8888,LCN5,24
8889,MIF,6721
8890,GPR57,5
8891,TRIM80P,0
8892,IGHGP1,0
8893,TCRBJ2S2,0
8894,H4C6,3
8895,TCRBV1S1A1N1,0
8896,NC,271964
8897, MAPKAPK1,1606
8898,PN,42873
8899, TCRG,217
8900,GDH,3289
8901, MSF1,21
8902,NIP,2984
8903,TSG,2273
8904,PEP,10560
8905,PRKXP3,0
8906,PCPB,87
8907,H6,11827
8908, SDR17C1,0
8909, CYP2B7P1,12
8910,HRAS1,226
8911,DUP,2919
8912, ZIP-4,29
8913,ADF,4067
8914,SAX2,41
8915, HLA-DNA,267
8916, RPS17L2,0
8917, REF1,422
8918,ARHU,3
8919,NF1L6,1
8920, MMGL,39
8921, PUNCTIN-2,3
8922, C17ORF69,1
8923, GCFC,22
8924,C9ORF34,0
8925,K13,1223
